fromTaz,toTaz,flow
taz_52,taz_39,627
taz_52,taz_4,575
taz_52,taz_40,1732
taz_52,taz_41,755
taz_52,taz_42,600
taz_52,taz_43,68
taz_52,taz_44,278
taz_52,taz_45,1535
taz_52,taz_46,1600
taz_52,taz_47,97
taz_52,taz_48,1460
taz_52,taz_49,326
taz_52,taz_5,1727
taz_52,taz_50,85
taz_52,taz_51,932
taz_52,taz_53,129
taz_52,taz_54,1420
taz_52,taz_55,1296
taz_52,taz_56,339
taz_52,taz_57,488
taz_52,taz_58,609
taz_52,taz_59,1248
taz_52,taz_6,1677
taz_52,taz_60,310
taz_52,taz_61,500
taz_52,taz_62,207
taz_52,taz_63,1936
taz_52,taz_64,1484
taz_52,taz_65,1167
taz_52,taz_66,77
taz_52,taz_67,1850
taz_52,taz_68,696
taz_52,taz_69,802
taz_52,taz_7,1205
taz_52,taz_70,826
taz_52,taz_71,1797
taz_52,taz_72,1026
taz_52,taz_73,1654
taz_52,taz_74,1170
taz_52,taz_75,284
taz_52,taz_76,1876
taz_52,taz_77,244
taz_52,taz_78,1708
taz_52,taz_79,1898
taz_52,taz_8,1194
taz_52,taz_80,240
taz_52,taz_81,837
taz_52,taz_82,910
taz_52,taz_83,275
taz_52,taz_84,1974
taz_52,taz_85,1815
taz_52,taz_86,601
taz_52,taz_87,406
taz_52,taz_88,1057
taz_52,taz_89,1236
taz_52,taz_9,281
taz_52,taz_91,566
taz_52,taz_92,1330
taz_52,taz_93,223
taz_52,taz_94,208
taz_52,taz_95,207
taz_52,taz_96,1501
taz_52,taz_97,1889
taz_52,taz_98,1235
taz_52,taz_99,308
taz_53,taz_0,563
taz_53,taz_1,924
taz_53,taz_10,493
taz_53,taz_100,252
taz_53,taz_101,1393
taz_53,taz_11,1166
taz_53,taz_12,1761
taz_53,taz_13,1955
taz_53,taz_14,38
taz_53,taz_15,325
taz_53,taz_16,110
taz_53,taz_17,1149
taz_53,taz_18,35
taz_53,taz_19,536
taz_53,taz_2,583
taz_53,taz_20,309
taz_53,taz_21,1831
taz_53,taz_22,879
taz_53,taz_23,391
taz_53,taz_24,474
taz_53,taz_25,1331
taz_53,taz_26,875
taz_53,taz_27,1573
taz_53,taz_28,368
taz_53,taz_29,1489
taz_53,taz_3,344
taz_53,taz_30,1130
taz_53,taz_31,1914
taz_53,taz_32,1147
taz_53,taz_33,158
taz_53,taz_34,1607
taz_53,taz_35,1855
taz_53,taz_36,1359
taz_53,taz_37,868
taz_53,taz_38,1275
taz_53,taz_39,781
taz_53,taz_4,68
taz_53,taz_40,339
taz_53,taz_41,1918
taz_53,taz_42,1011
taz_53,taz_43,246
taz_53,taz_44,1391
taz_53,taz_45,1300
taz_53,taz_46,1733
taz_53,taz_47,1689
taz_53,taz_48,425
taz_53,taz_49,768
taz_53,taz_5,1886
taz_53,taz_50,1543
taz_53,taz_51,1155
taz_53,taz_52,1182
taz_53,taz_54,1632
taz_53,taz_55,863
taz_53,taz_56,1403
taz_53,taz_57,756
taz_53,taz_58,1890
taz_53,taz_59,69
taz_53,taz_6,706
taz_53,taz_60,1348
taz_53,taz_61,851
taz_53,taz_62,1150
taz_53,taz_63,1774
taz_53,taz_64,522
taz_53,taz_65,1626
taz_53,taz_66,151
taz_53,taz_67,1095
taz_53,taz_68,1083
taz_53,taz_69,1237
taz_53,taz_7,469
taz_53,taz_70,1350
taz_53,taz_71,143
taz_53,taz_72,634
taz_53,taz_73,967
taz_53,taz_74,1202
taz_53,taz_75,98
taz_53,taz_76,1353
taz_53,taz_77,1045
taz_53,taz_78,544
taz_53,taz_79,1736
taz_53,taz_8,933
taz_53,taz_80,897
taz_53,taz_81,1676
taz_53,taz_82,545
taz_53,taz_83,1731
taz_53,taz_84,215
taz_53,taz_85,675
taz_53,taz_86,1247
taz_53,taz_87,1423
taz_53,taz_88,944
taz_53,taz_89,1353
taz_53,taz_9,43
taz_53,taz_91,1465
taz_53,taz_92,1131
taz_53,taz_93,1842
taz_53,taz_94,1838
taz_53,taz_95,201
taz_53,taz_96,830
taz_53,taz_97,797
taz_53,taz_98,525
taz_53,taz_99,1692
taz_54,taz_0,1425
taz_54,taz_1,533
taz_54,taz_10,764
taz_54,taz_100,841
taz_54,taz_101,1663
taz_54,taz_11,304
taz_54,taz_12,1566
taz_54,taz_13,609
taz_54,taz_14,473
taz_54,taz_15,654
taz_54,taz_16,1414
taz_54,taz_17,1597
taz_54,taz_18,1612
taz_54,taz_19,1073
taz_54,taz_2,87
taz_54,taz_20,1663
taz_54,taz_21,1551
taz_54,taz_22,87
taz_54,taz_23,14
taz_54,taz_24,592
taz_54,taz_25,1156
taz_54,taz_26,1221
taz_54,taz_27,601
taz_54,taz_28,771
taz_54,taz_29,831
taz_54,taz_3,493
taz_54,taz_30,1061
taz_54,taz_31,244
taz_54,taz_32,663
taz_54,taz_33,1539
taz_54,taz_34,889
taz_54,taz_35,980
taz_54,taz_36,1341
taz_54,taz_37,1792
taz_54,taz_38,691
taz_54,taz_39,1934
taz_54,taz_4,1039
taz_54,taz_40,1488
taz_54,taz_41,385
taz_54,taz_42,743
taz_54,taz_43,553
taz_54,taz_44,736
taz_54,taz_45,739
taz_54,taz_46,1987
taz_54,taz_47,1514
taz_54,taz_48,1218
taz_54,taz_49,1105
taz_54,taz_5,916
taz_54,taz_50,750
taz_54,taz_51,1029
taz_54,taz_52,347
taz_54,taz_53,1572
taz_54,taz_55,1424
taz_54,taz_56,1514
taz_54,taz_57,426
taz_54,taz_58,1716
taz_54,taz_59,1886
taz_54,taz_6,1713
taz_54,taz_60,1198
taz_54,taz_61,415
taz_54,taz_62,1033
taz_54,taz_63,1230
taz_54,taz_64,1429
taz_54,taz_65,1101
taz_54,taz_66,773
taz_54,taz_67,1344
taz_54,taz_68,714
taz_54,taz_69,604
taz_54,taz_7,959
taz_54,taz_70,477
taz_54,taz_71,408
taz_54,taz_72,1691
taz_54,taz_73,1853
taz_54,taz_74,831
taz_54,taz_75,1016
taz_54,taz_76,1482
taz_54,taz_77,1854
taz_54,taz_78,982
taz_54,taz_79,1432
taz_54,taz_8,19
taz_54,taz_80,1134
taz_54,taz_81,1553
taz_54,taz_82,609
taz_54,taz_83,987
taz_54,taz_84,498
taz_54,taz_85,1726
taz_54,taz_86,172
taz_54,taz_87,599
taz_54,taz_88,514
taz_54,taz_89,941
taz_54,taz_9,1592
taz_54,taz_91,1454
taz_54,taz_92,320
taz_54,taz_93,192
taz_54,taz_94,1810
taz_54,taz_95,273
taz_54,taz_96,870
taz_54,taz_97,1092
taz_54,taz_98,348
taz_54,taz_99,20
taz_55,taz_0,1767
taz_55,taz_1,840
taz_55,taz_10,649
taz_55,taz_100,796
taz_55,taz_101,1184
taz_55,taz_11,1537
taz_55,taz_12,1358
taz_55,taz_13,1258
taz_55,taz_14,1817
taz_55,taz_15,1613
taz_55,taz_16,1828
taz_55,taz_17,431
taz_55,taz_18,1422
taz_55,taz_19,1
taz_55,taz_2,1577
taz_55,taz_20,249
taz_55,taz_21,1174
taz_55,taz_22,875
taz_55,taz_23,113
taz_55,taz_24,119
taz_55,taz_25,782
taz_55,taz_26,343
taz_55,taz_27,1507
taz_55,taz_28,839
taz_55,taz_29,663
taz_55,taz_3,1452
taz_55,taz_30,1324
taz_55,taz_31,673
taz_55,taz_32,1756
taz_55,taz_33,281
taz_55,taz_34,1209
taz_55,taz_35,468
taz_55,taz_36,1484
taz_55,taz_37,537
taz_55,taz_38,1533
taz_55,taz_39,780
taz_55,taz_4,583
taz_55,taz_40,269
taz_55,taz_41,179
taz_55,taz_42,1408
taz_55,taz_43,1636
taz_55,taz_44,1250
taz_55,taz_45,1356
taz_55,taz_46,1232
taz_55,taz_47,151
taz_55,taz_48,1579
taz_55,taz_49,1852
taz_55,taz_5,664
taz_55,taz_50,1806
taz_55,taz_51,59
taz_55,taz_52,1945
taz_55,taz_53,1917
taz_55,taz_54,1031
taz_55,taz_56,596
taz_55,taz_57,438
taz_55,taz_58,670
taz_55,taz_59,580
taz_55,taz_6,469
taz_55,taz_60,119
taz_55,taz_61,1896
taz_55,taz_62,1110
taz_55,taz_63,1682
taz_55,taz_64,1066
taz_55,taz_65,45
taz_55,taz_66,1370
taz_55,taz_67,601
taz_55,taz_68,1270
taz_55,taz_69,298
taz_55,taz_7,60
taz_55,taz_70,1936
taz_55,taz_71,258
taz_55,taz_72,1702
taz_55,taz_73,1875
taz_55,taz_74,1400
taz_55,taz_75,1454
taz_55,taz_76,649
taz_55,taz_77,1962
taz_55,taz_78,1295
taz_55,taz_79,1906
taz_55,taz_8,624
taz_55,taz_80,392
taz_55,taz_81,1176
taz_55,taz_82,1526
taz_55,taz_83,413
taz_55,taz_84,1850
taz_55,taz_85,416
taz_55,taz_86,1721
taz_55,taz_87,971
taz_55,taz_88,351
taz_55,taz_89,1505
taz_55,taz_9,955
taz_55,taz_91,1128
taz_55,taz_92,843
taz_55,taz_93,1114
taz_55,taz_94,382
taz_55,taz_95,1687
taz_55,taz_96,274
taz_55,taz_97,1338
taz_55,taz_98,1979
taz_55,taz_99,1402
taz_56,taz_0,1030
taz_56,taz_1,787
taz_56,taz_10,450
taz_56,taz_100,1301
taz_56,taz_101,264
taz_56,taz_11,333
taz_56,taz_12,817
taz_56,taz_13,1512
taz_56,taz_14,124
taz_56,taz_15,462
taz_56,taz_16,122
taz_56,taz_17,1794
taz_56,taz_18,780
taz_56,taz_19,1571
taz_56,taz_2,903
taz_56,taz_20,423
taz_56,taz_21,1269
taz_56,taz_22,1956
taz_56,taz_23,1764
taz_56,taz_24,154
taz_56,taz_25,1853
taz_56,taz_26,1015
taz_56,taz_27,1334
taz_56,taz_28,216
taz_56,taz_29,1236
taz_56,taz_3,555
taz_56,taz_30,207
taz_56,taz_31,1418
taz_56,taz_32,1723
taz_56,taz_33,1471
taz_56,taz_34,985
taz_56,taz_35,1341
taz_56,taz_36,1096
taz_56,taz_37,151
taz_56,taz_38,369
taz_56,taz_39,803
taz_56,taz_4,1054
taz_56,taz_40,1046
taz_56,taz_41,1683
taz_56,taz_42,267
taz_56,taz_43,391
taz_56,taz_44,651
taz_56,taz_45,886
taz_56,taz_46,1280
taz_56,taz_47,488
taz_56,taz_48,640
taz_56,taz_49,1725
taz_56,taz_5,1814
taz_56,taz_50,942
taz_56,taz_51,1123
taz_56,taz_52,561
taz_56,taz_53,1432
taz_56,taz_54,1931
taz_56,taz_55,61
taz_56,taz_57,258
taz_56,taz_58,843
taz_56,taz_59,517
taz_56,taz_6,1610
taz_56,taz_60,273
taz_56,taz_61,1197
taz_56,taz_62,1286
taz_56,taz_63,1246
taz_56,taz_64,1113
taz_56,taz_65,1204
taz_56,taz_66,1136
taz_56,taz_67,1513
taz_56,taz_68,1536
taz_56,taz_69,295
taz_56,taz_7,145
taz_56,taz_70,48
taz_56,taz_71,1666
taz_56,taz_72,1415
taz_56,taz_73,344
taz_56,taz_74,530
taz_56,taz_75,1713
taz_56,taz_76,7
taz_56,taz_77,1706
taz_56,taz_78,59
taz_56,taz_79,1771
taz_56,taz_8,1560
taz_56,taz_80,531
taz_56,taz_81,269
taz_56,taz_82,618
taz_56,taz_83,1188
taz_56,taz_84,1684
taz_56,taz_85,180
taz_56,taz_86,622
taz_56,taz_87,1906
taz_56,taz_88,383
taz_56,taz_89,953
taz_56,taz_9,576
taz_56,taz_91,883
taz_56,taz_92,983
taz_56,taz_93,961
taz_56,taz_94,1699
taz_56,taz_95,552
taz_56,taz_96,375
taz_56,taz_97,358
taz_56,taz_98,1535
taz_56,taz_99,756
taz_57,taz_0,1377
taz_57,taz_1,555
taz_57,taz_10,1802
taz_57,taz_100,1511
taz_57,taz_101,14
taz_57,taz_11,382
taz_57,taz_12,69
taz_57,taz_13,1419
taz_57,taz_14,607
taz_57,taz_15,906
taz_57,taz_16,1146
taz_57,taz_17,351
taz_57,taz_18,1589
taz_57,taz_19,169
taz_57,taz_2,301
taz_57,taz_20,686
taz_57,taz_21,1757
taz_57,taz_22,39
taz_57,taz_23,235
taz_57,taz_24,138
taz_57,taz_25,643
taz_57,taz_26,354
taz_57,taz_27,485
taz_57,taz_28,499
taz_57,taz_29,636
taz_57,taz_3,1793
taz_57,taz_30,804
taz_57,taz_31,590
taz_57,taz_32,679
taz_57,taz_33,521
taz_57,taz_34,1460
taz_57,taz_35,1648
taz_57,taz_36,873
taz_57,taz_37,1891
taz_57,taz_38,514
taz_57,taz_39,338
taz_57,taz_4,1454
taz_57,taz_40,966
taz_57,taz_41,1830
taz_57,taz_42,913
taz_57,taz_43,1670
taz_57,taz_44,556
taz_57,taz_45,1003
taz_57,taz_46,806
taz_57,taz_47,1924
taz_57,taz_48,1924
taz_57,taz_49,764
taz_57,taz_5,545
taz_57,taz_50,1061
taz_57,taz_51,544
taz_57,taz_52,1962
taz_57,taz_53,141
taz_57,taz_54,1026
taz_57,taz_55,1785
taz_57,taz_56,1073
taz_57,taz_58,1535
taz_57,taz_59,1542
taz_57,taz_6,407
taz_57,taz_60,176
taz_57,taz_61,1397
taz_57,taz_62,1
taz_57,taz_63,533
taz_57,taz_64,1854
taz_57,taz_65,1639
taz_57,taz_66,1708
taz_57,taz_67,412
taz_57,taz_68,1448
taz_57,taz_69,1755
taz_57,taz_7,479
taz_57,taz_70,1401
taz_57,taz_71,94
taz_57,taz_72,95
taz_57,taz_73,198
taz_57,taz_74,1424
taz_57,taz_75,1051
taz_57,taz_76,879
taz_57,taz_77,1687
taz_57,taz_78,1804
taz_57,taz_79,790
taz_57,taz_8,1851
taz_57,taz_80,1521
taz_57,taz_81,1638
taz_57,taz_82,1043
taz_57,taz_83,936
taz_57,taz_84,472
taz_57,taz_85,638
taz_57,taz_86,873
taz_57,taz_87,676
taz_57,taz_88,1991
taz_57,taz_89,219
taz_57,taz_9,461
taz_57,taz_91,765
taz_57,taz_92,1528
taz_57,taz_93,1667
taz_57,taz_94,1510
taz_57,taz_95,1168
taz_57,taz_96,1732
taz_57,taz_97,429
taz_57,taz_98,1186
taz_57,taz_99,930
taz_58,taz_0,1453
taz_58,taz_1,1664
taz_58,taz_10,6
taz_58,taz_100,1635
taz_58,taz_101,1646
taz_58,taz_11,389
taz_58,taz_12,120
taz_58,taz_13,289
taz_58,taz_14,706
taz_58,taz_15,506
taz_58,taz_16,687
taz_58,taz_17,369
taz_58,taz_18,1345
taz_58,taz_19,76
taz_58,taz_2,891
taz_58,taz_20,1371
taz_58,taz_21,1254
taz_58,taz_22,1018
taz_58,taz_23,1952
taz_58,taz_24,1050
taz_58,taz_25,1742
taz_58,taz_26,518
taz_58,taz_27,1286
taz_58,taz_28,1695
taz_58,taz_29,49
taz_58,taz_3,1373
taz_58,taz_30,1435
taz_58,taz_31,236
taz_58,taz_32,1514
taz_58,taz_33,85
taz_58,taz_34,1618
taz_58,taz_35,960
taz_58,taz_36,1339
taz_58,taz_37,1343
taz_58,taz_38,1494
taz_58,taz_39,1856
taz_58,taz_4,1099
taz_58,taz_40,1783
taz_58,taz_41,817
taz_58,taz_42,451
taz_58,taz_43,397
taz_58,taz_44,549
taz_58,taz_45,334
taz_58,taz_46,1367
taz_58,taz_47,527
taz_58,taz_48,741
taz_58,taz_49,939
taz_58,taz_5,835
taz_58,taz_50,1021
taz_58,taz_51,1788
taz_58,taz_52,1577
taz_58,taz_53,412
taz_58,taz_54,1109
taz_58,taz_55,578
taz_58,taz_56,131
taz_58,taz_57,1478
taz_58,taz_59,1038
taz_58,taz_6,484
taz_58,taz_60,593
taz_58,taz_61,1157
taz_58,taz_62,864
taz_58,taz_63,1435
taz_58,taz_64,246
taz_58,taz_65,494
taz_58,taz_66,711
taz_58,taz_67,529
taz_58,taz_68,1023
taz_58,taz_69,802
taz_58,taz_7,192
taz_58,taz_70,350
taz_58,taz_71,1558
taz_58,taz_72,442
taz_58,taz_73,1428
taz_58,taz_74,145
taz_58,taz_75,141
taz_58,taz_76,355
taz_58,taz_77,1842
taz_58,taz_78,1549
taz_58,taz_79,697
taz_58,taz_8,481
taz_58,taz_80,1766
taz_58,taz_81,1059
taz_58,taz_82,1462
taz_58,taz_83,779
taz_58,taz_84,1027
taz_58,taz_85,1361
taz_58,taz_86,1148
taz_58,taz_87,326
taz_58,taz_88,1715
taz_58,taz_89,882
taz_58,taz_9,291
taz_58,taz_91,1470
taz_58,taz_92,909
taz_58,taz_93,1811
taz_58,taz_94,455
taz_58,taz_95,1972
taz_58,taz_96,1542
taz_58,taz_97,530
taz_58,taz_98,1989
taz_58,taz_99,772
taz_59,taz_0,1984
taz_59,taz_1,1589
taz_59,taz_10,452
taz_59,taz_100,903
taz_59,taz_101,1971
taz_59,taz_11,269
taz_59,taz_12,1252
taz_59,taz_13,829
taz_59,taz_14,1218
taz_59,taz_15,1779
taz_59,taz_16,1162
taz_59,taz_17,1689
taz_59,taz_18,1508
taz_59,taz_19,906
taz_59,taz_2,849
taz_59,taz_20,1848
taz_59,taz_21,1014
taz_59,taz_22,1529
taz_59,taz_23,1206
taz_59,taz_24,1373
taz_59,taz_25,305
taz_59,taz_26,335
taz_59,taz_27,126
taz_59,taz_28,1276
taz_59,taz_29,1199
taz_59,taz_3,1627
taz_59,taz_30,1174
taz_59,taz_31,408
taz_59,taz_32,534
taz_59,taz_33,786
taz_59,taz_34,1035
taz_59,taz_35,1858
taz_59,taz_36,1034
taz_59,taz_37,1554
taz_59,taz_38,1200
taz_59,taz_39,463
taz_59,taz_4,784
taz_59,taz_40,1793
taz_59,taz_41,954
taz_59,taz_42,142
taz_59,taz_43,1905
taz_59,taz_44,755
taz_59,taz_45,234
taz_59,taz_46,1364
taz_59,taz_47,1751
taz_59,taz_48,1329
taz_59,taz_49,1974
taz_59,taz_5,111
taz_59,taz_50,851
taz_59,taz_51,1895
taz_59,taz_52,117
taz_59,taz_53,922
taz_59,taz_54,1396
taz_59,taz_55,631
taz_59,taz_56,371
taz_59,taz_57,285
taz_59,taz_58,1728
taz_59,taz_6,930
taz_59,taz_60,1285
taz_59,taz_61,399
taz_59,taz_62,302
taz_59,taz_63,526
taz_59,taz_64,182
taz_59,taz_65,1872
taz_59,taz_66,1175
taz_59,taz_67,999
taz_59,taz_68,1124
taz_59,taz_69,263
taz_59,taz_7,1942
taz_59,taz_70,872
taz_59,taz_71,1493
taz_59,taz_72,1219
taz_59,taz_73,1109
taz_59,taz_74,837
taz_59,taz_75,1571
taz_59,taz_76,355
taz_59,taz_77,601
taz_59,taz_78,1792
taz_59,taz_79,1111
taz_59,taz_8,1736
taz_59,taz_80,1396
taz_59,taz_81,1668
taz_59,taz_82,599
taz_59,taz_83,530
taz_59,taz_84,525
taz_59,taz_85,1696
taz_59,taz_86,982
taz_59,taz_87,263
taz_59,taz_88,541
taz_59,taz_89,682
taz_59,taz_9,1365
taz_59,taz_91,1162
taz_59,taz_92,1702
taz_59,taz_93,836
taz_59,taz_94,807
taz_59,taz_95,1147
taz_59,taz_96,564
taz_59,taz_97,1425
taz_59,taz_98,1771
taz_59,taz_99,1024
taz_6,taz_0,967
taz_6,taz_1,1337
taz_6,taz_10,1160
taz_6,taz_100,474
taz_6,taz_101,1380
taz_6,taz_11,1521
taz_6,taz_12,1611
taz_6,taz_13,93
taz_6,taz_14,1646
taz_6,taz_15,536
taz_6,taz_16,1038
taz_6,taz_17,745
taz_6,taz_18,1493
taz_6,taz_19,1749
taz_6,taz_2,1945
taz_6,taz_20,1837
taz_6,taz_21,687
taz_6,taz_22,45
taz_6,taz_23,810
taz_6,taz_24,1151
taz_6,taz_25,246
taz_6,taz_26,648
taz_6,taz_27,1987
taz_6,taz_28,1010
taz_6,taz_29,1420
taz_6,taz_3,1916
taz_6,taz_30,1334
taz_6,taz_31,1292
taz_6,taz_32,1942
taz_6,taz_33,37
taz_6,taz_34,418
taz_6,taz_35,957
taz_6,taz_36,1699
taz_6,taz_37,1573
taz_6,taz_38,1989
taz_6,taz_39,1429
taz_6,taz_4,1578
taz_6,taz_40,207
taz_6,taz_41,1688
taz_6,taz_42,451
taz_6,taz_43,979
taz_6,taz_44,1913
taz_6,taz_45,1182
taz_6,taz_46,290
taz_6,taz_47,51
taz_6,taz_48,1843
taz_6,taz_49,675
taz_6,taz_5,1983
taz_6,taz_50,1432
taz_6,taz_51,214
taz_6,taz_52,577
taz_6,taz_53,687
taz_6,taz_54,205
taz_6,taz_55,631
taz_6,taz_56,57
taz_6,taz_57,1041
taz_6,taz_58,210
taz_6,taz_59,719
taz_6,taz_60,531
taz_6,taz_61,859
taz_6,taz_62,245
taz_6,taz_63,932
taz_6,taz_64,1205
taz_6,taz_65,1400
taz_6,taz_66,517
taz_6,taz_67,1553
taz_6,taz_68,699
taz_6,taz_69,1892
taz_6,taz_7,196
taz_6,taz_70,1838
taz_6,taz_71,1066
taz_6,taz_72,1590
taz_6,taz_73,1718
taz_6,taz_74,1247
taz_6,taz_75,982
taz_6,taz_76,698
taz_6,taz_77,172
taz_6,taz_78,1562
taz_6,taz_79,1154
taz_6,taz_8,382
taz_6,taz_80,311
taz_6,taz_81,462
taz_6,taz_82,769
taz_6,taz_83,1922
taz_6,taz_84,22
taz_6,taz_85,1313
taz_6,taz_86,1336
taz_6,taz_87,688
taz_6,taz_88,250
taz_6,taz_89,759
taz_6,taz_9,347
taz_6,taz_91,1439
taz_6,taz_92,40
taz_6,taz_93,472
taz_6,taz_94,313
taz_6,taz_95,1662
taz_6,taz_96,1660
taz_6,taz_97,1188
taz_6,taz_98,883
taz_6,taz_99,172
taz_60,taz_0,1966
taz_60,taz_1,1862
taz_60,taz_10,236
taz_60,taz_100,1061
taz_60,taz_101,375
taz_60,taz_11,1572
taz_60,taz_12,1438
taz_60,taz_13,428
taz_60,taz_14,271
taz_60,taz_15,1871
taz_60,taz_16,918
taz_60,taz_17,766
taz_60,taz_18,719
taz_60,taz_19,1316
taz_60,taz_2,220
taz_60,taz_20,854
taz_60,taz_21,1455
taz_60,taz_22,1506
taz_60,taz_23,700
taz_60,taz_24,1861
taz_60,taz_25,1346
taz_60,taz_26,296
taz_60,taz_27,986
taz_60,taz_28,572
taz_60,taz_29,1909
taz_60,taz_3,304
taz_60,taz_30,1670
taz_60,taz_31,1480
taz_60,taz_32,1813
taz_60,taz_33,1700
taz_60,taz_34,286
taz_60,taz_35,960
taz_60,taz_36,942
taz_60,taz_37,316
taz_60,taz_38,1284
taz_60,taz_39,45
taz_60,taz_4,1184
taz_60,taz_40,815
taz_60,taz_41,442
taz_60,taz_42,335
taz_60,taz_43,1339
taz_60,taz_44,705
taz_60,taz_45,932
taz_60,taz_46,148
taz_60,taz_47,1914
taz_60,taz_48,83
taz_60,taz_49,1638
taz_60,taz_5,835
taz_60,taz_50,475
taz_60,taz_51,1605
taz_60,taz_52,1702
taz_60,taz_53,1089
taz_60,taz_54,186
taz_60,taz_55,1585
taz_60,taz_56,317
taz_60,taz_57,1412
taz_60,taz_58,851
taz_60,taz_59,7
taz_60,taz_6,1460
taz_60,taz_61,1387
taz_60,taz_62,1422
taz_60,taz_63,1896
taz_60,taz_64,1776
taz_60,taz_65,1404
taz_60,taz_66,1971
taz_60,taz_67,1793
taz_60,taz_68,656
taz_60,taz_69,910
taz_60,taz_7,488
taz_60,taz_70,1424
taz_60,taz_71,1944
taz_60,taz_72,1464
taz_60,taz_73,895
taz_60,taz_74,1789
taz_60,taz_75,1987
taz_60,taz_76,1777
taz_60,taz_77,377
taz_60,taz_78,1081
taz_60,taz_79,49
taz_60,taz_8,1231
taz_60,taz_80,1516
taz_60,taz_81,485
taz_60,taz_82,821
taz_60,taz_83,1781
taz_60,taz_84,1489
taz_60,taz_85,1282
taz_60,taz_86,613
taz_60,taz_87,372
taz_60,taz_88,646
taz_60,taz_89,1148
taz_60,taz_9,915
taz_60,taz_91,632
taz_60,taz_92,1210
taz_60,taz_93,1522
taz_60,taz_94,695
taz_60,taz_95,109
taz_60,taz_96,1959
taz_60,taz_97,726
taz_60,taz_98,1115
taz_60,taz_99,335
taz_61,taz_0,2
taz_61,taz_1,1482
taz_61,taz_10,233
taz_61,taz_100,123
taz_61,taz_101,946
taz_61,taz_11,1730
taz_61,taz_12,1005
taz_61,taz_13,957
taz_61,taz_14,1366
taz_61,taz_15,407
taz_61,taz_16,150
taz_61,taz_17,1757
taz_61,taz_18,709
taz_61,taz_19,324
taz_61,taz_2,730
taz_61,taz_20,804
taz_61,taz_21,899
taz_61,taz_22,958
taz_61,taz_23,860
taz_61,taz_24,844
taz_61,taz_25,1450
taz_61,taz_26,1029
taz_61,taz_27,405
taz_61,taz_28,1848
taz_61,taz_29,1250
taz_61,taz_3,1737
taz_61,taz_30,1561
taz_61,taz_31,1034
taz_61,taz_32,26
taz_61,taz_33,1084
taz_61,taz_34,690
taz_61,taz_35,676
taz_61,taz_36,1093
taz_61,taz_37,1027
taz_61,taz_38,1298
taz_61,taz_39,1849
taz_61,taz_4,1433
taz_61,taz_40,957
taz_61,taz_41,772
taz_61,taz_42,651
taz_61,taz_43,1281
taz_61,taz_44,1847
taz_61,taz_45,1829
taz_61,taz_46,779
taz_61,taz_47,119
taz_61,taz_48,974
taz_61,taz_49,44
taz_61,taz_5,20
taz_61,taz_50,157
taz_61,taz_51,1079
taz_61,taz_52,1144
taz_61,taz_53,116
taz_61,taz_54,558
taz_61,taz_55,960
taz_61,taz_56,1792
taz_61,taz_57,1354
taz_61,taz_58,1737
taz_61,taz_59,387
taz_61,taz_6,253
taz_61,taz_60,568
taz_61,taz_62,1018
taz_61,taz_63,1768
taz_61,taz_64,921
taz_61,taz_65,1513
taz_61,taz_66,1555
taz_61,taz_67,1496
taz_61,taz_68,340
taz_61,taz_69,412
taz_61,taz_7,1182
taz_61,taz_70,1141
taz_61,taz_71,1967
taz_61,taz_72,969
taz_61,taz_73,149
taz_61,taz_74,724
taz_61,taz_75,1057
taz_61,taz_76,1470
taz_61,taz_77,1799
taz_61,taz_78,481
taz_61,taz_79,704
taz_61,taz_8,1384
taz_61,taz_80,1637
taz_61,taz_81,733
taz_61,taz_82,921
taz_61,taz_83,1881
taz_61,taz_84,832
taz_61,taz_85,1656
taz_61,taz_86,1570
taz_61,taz_87,439
taz_61,taz_88,680
taz_61,taz_89,1725
taz_61,taz_9,1889
taz_61,taz_91,1181
taz_61,taz_92,1208
taz_61,taz_93,995
taz_61,taz_94,1715
taz_61,taz_95,1590
taz_61,taz_96,763
taz_61,taz_97,908
taz_61,taz_98,944
taz_61,taz_99,1008
taz_62,taz_0,1585
taz_62,taz_1,1208
taz_62,taz_10,1247
taz_62,taz_100,312
taz_62,taz_101,1432
taz_62,taz_11,6
taz_62,taz_12,1279
taz_62,taz_13,1711
taz_62,taz_14,252
taz_62,taz_15,1716
taz_62,taz_16,306
taz_62,taz_17,1625
taz_62,taz_18,1753
taz_62,taz_19,1620
taz_62,taz_2,1327
taz_62,taz_20,1641
taz_62,taz_21,1488
taz_62,taz_22,1687
taz_62,taz_23,1081
taz_62,taz_24,1907
taz_62,taz_25,407
taz_62,taz_26,1033
taz_62,taz_27,1787
taz_62,taz_28,165
taz_62,taz_29,143
taz_62,taz_3,1199
taz_62,taz_30,634
taz_62,taz_31,249
taz_62,taz_32,526
taz_62,taz_33,400
taz_62,taz_34,1166
taz_62,taz_35,226
taz_62,taz_36,53
taz_62,taz_37,1503
taz_62,taz_38,1366
taz_62,taz_39,898
taz_62,taz_4,37
taz_62,taz_40,1444
taz_62,taz_41,114
taz_62,taz_42,258
taz_62,taz_43,1867
taz_62,taz_44,1856
taz_62,taz_45,497
taz_62,taz_46,1967
taz_62,taz_47,1629
taz_62,taz_48,936
taz_62,taz_49,1391
taz_62,taz_5,1836
taz_62,taz_50,168
taz_62,taz_51,800
taz_62,taz_52,1120
taz_62,taz_53,829
taz_62,taz_54,874
taz_62,taz_55,426
